hirwuser864@ip-172-31-45-217:~$ hadoop jar /home/hirwuser864/findwordtwitter/find_word_twitter.jar com.mop.findword.findwordDriver -libjars /hirw-workshop/mapreduce/facebook/json-simple-1.1.jar /user/hirwuser864/findwordtwitter_input/input/ /user/hirwuser864/findwordtwitter_output
18/06/17 16:02:01 INFO client.RMProxy: Connecting to ResourceManager at ip-172-31-45-216.ec2.internal/172.31.45.216:8032
18/06/17 16:02:02 INFO input.FileInputFormat: Total input paths to process : 1000
18/06/17 16:02:02 INFO mapreduce.JobSubmitter: number of splits:1000
18/06/17 16:02:03 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1525967314796_1105
18/06/17 16:02:03 INFO impl.YarnClientImpl: Submitted application application_1525967314796_1105
18/06/17 16:02:03 INFO mapreduce.Job: The url to track the job: http://ec2-54-92-244-237.compute-1.amazonaws.com:8088/proxy/application_1525967314796_1105/
18/06/17 16:02:03 INFO mapreduce.Job: Running job: job_1525967314796_1105
18/06/17 16:02:09 INFO mapreduce.Job: Job job_1525967314796_1105 running in uber mode : false
18/06/17 16:20:18 INFO mapreduce.Job:  map 67% reduce 22%
18/06/17 16:20:36 INFO mapreduce.Job:  map 68% reduce 22%
18/06/17 16:20:40 INFO mapreduce.Job:  map 68% reduce 23%
18/06/17 16:20:55 INFO mapreduce.Job:  map 69% reduce 23%
18/06/17 16:21:13 INFO mapreduce.Job:  map 70% reduce 23%
18/06/17 16:21:30 INFO mapreduce.Job:  map 71% reduce 23%
18/06/17 16:21:34 INFO mapreduce.Job:  map 71% reduce 24%
18/06/17 16:21:46 INFO mapreduce.Job:  map 72% reduce 24%
18/06/17 16:22:01 INFO mapreduce.Job:  map 73% reduce 24%
18/06/17 16:22:19 INFO mapreduce.Job:  map 74% reduce 24%
18/06/17 16:22:23 INFO mapreduce.Job:  map 74% reduce 25%
18/06/17 16:22:37 INFO mapreduce.Job:  map 75% reduce 25%
18/06/17 16:22:55 INFO mapreduce.Job:  map 76% reduce 25%
18/06/17 16:23:13 INFO mapreduce.Job:  map 77% reduce 25%
18/06/17 16:23:17 INFO mapreduce.Job:  map 77% reduce 26%
18/06/17 16:23:31 INFO mapreduce.Job:  map 78% reduce 26%
18/06/17 16:23:43 INFO mapreduce.Job:  map 79% reduce 26%
18/06/17 16:24:01 INFO mapreduce.Job:  map 80% reduce 26%
18/06/17 16:24:05 INFO mapreduce.Job:  map 80% reduce 27%
18/06/17 16:24:19 INFO mapreduce.Job:  map 81% reduce 27%
18/06/17 16:24:37 INFO mapreduce.Job:  map 82% reduce 27%
18/06/17 16:24:55 INFO mapreduce.Job:  map 83% reduce 27%
18/06/17 16:24:59 INFO mapreduce.Job:  map 83% reduce 28%
18/06/17 16:25:13 INFO mapreduce.Job:  map 84% reduce 28%
18/06/17 16:25:27 INFO mapreduce.Job:  map 85% reduce 28%
18/06/17 16:25:43 INFO mapreduce.Job:  map 86% reduce 28%
18/06/17 16:25:47 INFO mapreduce.Job:  map 86% reduce 29%
18/06/17 16:26:02 INFO mapreduce.Job:  map 87% reduce 29%
18/06/17 16:26:20 INFO mapreduce.Job:  map 88% reduce 29%
18/06/17 16:26:38 INFO mapreduce.Job:  map 89% reduce 29%
18/06/17 16:26:42 INFO mapreduce.Job:  map 89% reduce 30%
18/06/17 16:26:56 INFO mapreduce.Job:  map 90% reduce 30%
18/06/17 16:27:14 INFO mapreduce.Job:  map 91% reduce 30%
18/06/17 16:27:29 INFO mapreduce.Job:  map 92% reduce 30%
18/06/17 16:27:35 INFO mapreduce.Job:  map 92% reduce 31%
18/06/17 16:27:45 INFO mapreduce.Job:  map 93% reduce 31%
18/06/17 16:28:01 INFO mapreduce.Job:  map 94% reduce 31%
18/06/17 16:28:20 INFO mapreduce.Job:  map 95% reduce 31%
18/06/17 16:28:23 INFO mapreduce.Job:  map 95% reduce 32%
18/06/17 16:28:37 INFO mapreduce.Job:  map 96% reduce 32%
18/06/17 16:28:52 INFO mapreduce.Job:  map 97% reduce 32%
18/06/17 16:29:09 INFO mapreduce.Job:  map 98% reduce 32%
18/06/17 16:29:11 INFO mapreduce.Job:  map 98% reduce 33%
18/06/17 16:29:25 INFO mapreduce.Job:  map 99% reduce 33%
18/06/17 16:29:41 INFO mapreduce.Job:  map 100% reduce 33%
18/06/17 16:29:51 INFO mapreduce.Job:  map 100% reduce 100%
18/06/17 16:29:51 INFO mapreduce.Job: Job job_1525967314796_1105 completed successfully
18/06/17 16:29:51 INFO mapreduce.Job: Counters: 53
        File System Counters
                FILE: Number of bytes read=3586
                FILE: Number of bytes written=125531392
                FILE: Number of read operations=0
                FILE: Number of large read operations=0
                FILE: Number of write operations=0
                HDFS: Number of bytes read=444519
                HDFS: Number of bytes written=2124
                HDFS: Number of read operations=3003
                HDFS: Number of large read operations=0
                HDFS: Number of write operations=2
        Job Counters
                Launched map tasks=1000
                Launched reduce tasks=1
                Data-local map tasks=1000
                Total time spent by all maps in occupied slots (ms)=17399300
                Total time spent by all reduces in occupied slots (ms)=5017684
                Total time spent by all map tasks (ms)=4349825
                Total time spent by all reduce tasks (ms)=1254421
                Total vcore-milliseconds taken by all map tasks=4349825
                Total vcore-milliseconds taken by all reduce tasks=1254421
                Total megabyte-milliseconds taken by all map tasks=4454220800
                Total megabyte-milliseconds taken by all reduce tasks=1284527104
        Map-Reduce Framework
                Map input records=1032
                Map output records=246
                Map output bytes=3088
                Map output materialized bytes=9580
                Input split bytes=157890
                Combine input records=0
                Combine output records=0
                Reduce input groups=6
                Reduce shuffle bytes=9580
                Reduce input records=246
                Reduce output records=6
                Spilled Records=492
                Shuffled Maps =1000
                Failed Shuffles=0
                Merged Map outputs=1000
                GC time elapsed (ms)=30408
                CPU time spent (ms)=405960
                Physical memory (bytes) snapshot=264764542976
                Virtual memory (bytes) snapshot=1378467610624
                Total committed heap usage (bytes)=188008628224
                Peak Map Physical memory (bytes)=304279552
                Peak Map Virtual memory (bytes)=1390415872
                Peak Reduce Physical memory (bytes)=404221952
                Peak Reduce Virtual memory (bytes)=1383501824
        Shuffle Errors
                BAD_ID=0
                CONNECTION=0
                IO_ERROR=0
                WRONG_LENGTH=0
                WRONG_MAP=0
                WRONG_REDUCE=0
        File Input Format Counters
                Bytes Read=286629
        File Output Format Counters
                Bytes Written=2124
